序号,时间,地市,流量
10086,2018/2/25 05:00,A,0.334753775
10087,2018/2/25 06:00,A,0.606657687
10088,2018/2/25 07:00,A,1.148717474
10089,2018/2/25 08:00,A,1.632904471
10090,2018/2/25 09:00,A,2.070196426
10091,2018/2/25 10:00,A,2.369420596
10092,2018/2/25 11:00,A,2.446758365
10093,2018/2/25 12:00,A,2.55907677
10094,2018/2/25 13:00,A,2.482300513
10095,2018/2/25 14:00,A,2.484184946
10096,2018/2/25 15:00,A,2.516813031
10097,2018/2/25 16:00,A,2.467250021
10098,2018/2/25 17:00,A,2.449638693
10099,2018/2/25 18:00,A,2.438193085
10100,2018/2/25 19:00,A,2.71218335
10101,2018/2/25 20:00,A,2.903499747
10102,2018/2/25 21:00,A,2.876507095
10103,2018/2/25 22:00,A,2.579893155
10104,2018/2/25 23:00,A,1.693780057
10105,2018/2/26 00:00,A,1.267428397
10106,2018/2/26 01:00,A,0.752499429
10107,2018/2/26 02:00,A,0.487089426
10108,2018/2/26 03:00,A,0.352383167
10109,2018/2/26 04:00,A,0.280783969
10110,2018/2/26 05:00,A,0.327397586
10111,2018/2/26 06:00,A,0.640570624
10112,2018/2/26 07:00,A,1.239724527
10113,2018/2/26 08:00,A,1.646237009
10114,2018/2/26 09:00,A,2.029068732
10115,2018/2/26 10:00,A,2.256529288
10116,2018/2/26 11:00,A,2.295439624
10117,2018/2/26 12:00,A,2.623849066
10118,2018/2/26 13:00,A,2.303161526
10119,2018/2/26 14:00,A,2.259529654
10120,2018/2/26 15:00,A,2.377213184
10121,2018/2/26 16:00,A,2.441907346
10122,2018/2/26 17:00,A,2.41715654
10123,2018/2/26 18:00,A,2.371433475
10124,2018/2/26 19:00,A,2.611161191
10125,2018/2/26 20:00,A,2.815889291
10126,2018/2/26 21:00,A,2.783007111
10127,2018/2/26 22:00,A,2.506033249
10128,2018/2/26 23:00,A,2.021975439
10129,2018/2/27 00:00,A,1.262437756
10130,2018/2/27 01:00,A,0.711914337
10131,2018/2/27 02:00,A,0.46581713
10132,2018/2/27 03:00,A,0.336206656
10133,2018/2/27 04:00,A,0.279586594
10134,2018/2/27 05:00,A,0.322761768
10135,2018/2/27 06:00,A,0.653309726
10136,2018/2/27 07:00,A,1.24933891
10137,2018/2/27 08:00,A,1.642326596
10138,2018/2/27 09:00,A,1.968129175
10139,2018/2/27 10:00,A,2.241492422
10140,2018/2/27 11:00,A,2.321420175
10141,2018/2/27 12:00,A,2.745198459
10142,2018/2/27 13:00,A,2.381143567
10143,2018/2/27 14:00,A,2.333798975
10144,2018/2/27 15:00,A,2.423592627
10145,2018/2/27 16:00,A,2.499574573
10146,2018/2/27 17:00,A,2.477381323
10147,2018/2/27 18:00,A,2.470935474
10148,2018/2/27 19:00,A,2.740330685
10149,2018/2/27 20:00,A,2.94082962
10150,2018/2/27 21:00,A,2.864040149
10151,2018/2/27 22:00,A,2.643239639
10152,2018/2/27 23:00,A,2.121493692
10153,2018/2/28 00:00,A,1.327321616
10154,2018/2/28 01:00,A,0.77531037
10155,2018/2/28 02:00,A,0.507805566
10156,2018/2/28 03:00,A,0.363510556
10157,2018/2/28 04:00,A,0.298189996
10158,2018/2/28 05:00,A,0.340366995
10159,2018/2/28 06:00,A,0.708084982
10160,2018/2/28 07:00,A,1.360485706
10161,2018/2/28 08:00,A,1.873024246
10162,2018/2/28 09:00,A,2.27497934
10163,2018/2/28 10:00,A,2.491428278
10164,2018/2/28 11:00,A,2.489657617
10165,2018/2/28 12:00,A,2.97076723
10166,2018/2/28 13:00,A,2.578410858
10167,2018/2/28 14:00,A,2.467383698
10168,2018/2/28 15:00,A,2.56737478
10169,2018/2/28 16:00,A,2.637103397
10170,2018/2/28 17:00,A,2.648341809
10171,2018/2/28 18:00,A,2.668846045
10172,2018/2/28 19:00,A,2.995765207
10173,2018/2/28 20:00,A,3.204605518
10174,2018/2/28 21:00,A,3.235057965
10175,2018/2/28 22:00,A,3.087852713
10176,2018/2/28 23:00,A,2.635874942
10177,2018/3/1 00:00,A,1.334668674
10178,2018/3/1 01:00,A,0.742892648
10179,2018/3/1 02:00,A,0.471097174
10180,2018/3/1 03:00,A,0.338140933
10181,2018/3/1 04:00,A,0.269746573
10182,2018/3/1 05:00,A,0.310053259
10183,2018/3/1 06:00,A,0.611677817
10184,2018/3/1 07:00,A,1.1654711
10185,2018/3/1 08:00,A,1.5459013
10186,2018/3/1 09:00,A,1.864373615
10187,2018/3/1 10:00,A,2.101473834
10188,2018/3/1 11:00,A,2.210267468
10189,2018/3/1 12:00,A,2.611628146
10190,2018/3/1 13:00,A,2.288010751
10191,2018/3/1 14:00,A,2.174162256
10192,2018/3/1 15:00,A,2.245433365
10193,2018/3/1 16:00,A,2.320180679
10194,2018/3/1 17:00,A,2.286747131
10195,2018/3/1 18:00,A,2.314616
10196,2018/3/1 19:00,A,2.554553549
10197,2018/3/1 20:00,A,2.65622684
10198,2018/3/1 21:00,A,2.591045148
10199,2018/3/1 22:00,A,2.381393018
10200,2018/3/1 23:00,A,1.940171518
10201,2018/3/2 00:00,A,1.257336566
10202,2018/3/2 01:00,A,0.734166016
10203,2018/3/2 02:00,A,0.46069794
10204,2018/3/2 03:00,A,0.328832431
10205,2018/3/2 04:00,A,0.2715423
10206,2018/3/2 05:00,A,0.326125262
10207,2018/3/2 06:00,A,0.694344055
10208,2018/3/2 07:00,A,1.246513406
10209,2018/3/2 08:00,A,1.646752637
10210,2018/3/2 09:00,A,1.958434631
10211,2018/3/2 10:00,A,2.203511359
10212,2018/3/2 11:00,A,2.236877283
10213,2018/3/2 12:00,A,2.580974741
10214,2018/3/2 13:00,A,2.236325638
10215,2018/3/2 14:00,A,2.207429623
10216,2018/3/2 15:00,A,2.280325342
10217,2018/3/2 16:00,A,2.358914059
10218,2018/3/2 17:00,A,2.410743991
10219,2018/3/2 18:00,A,2.402054678
10220,2018/3/2 19:00,A,2.611888757
10221,2018/3/2 20:00,A,2.792059811
10222,2018/3/2 21:00,A,2.72335484
10223,2018/3/2 22:00,A,2.485483136
10224,2018/3/2 23:00,A,2.027815686
10225,2018/3/3 00:00,A,1.402471732
10226,2018/3/3 01:00,A,0.819278757
10227,2018/3/3 02:00,A,0.521580615
10228,2018/3/3 03:00,A,0.3648168
10229,2018/3/3 04:00,A,0.303879663
10230,2018/3/3 05:00,A,0.341239215
10231,2018/3/3 06:00,A,0.653017139
10232,2018/3/3 07:00,A,1.215212354
10233,2018/3/3 08:00,A,1.700882004
10234,2018/3/3 09:00,A,2.145668887
10235,2018/3/3 10:00,A,2.442797507
10236,2018/3/3 11:00,A,2.561069684
10237,2018/3/3 12:00,A,2.768748898
10238,2018/3/3 13:00,A,2.544496194
10239,2018/3/3 14:00,A,2.485108292
10240,2018/3/3 15:00,A,2.53401622
10241,2018/3/3 16:00,A,2.533805899
10242,2018/3/3 17:00,A,2.515165076
10243,2018/3/3 18:00,A,2.530813876
10244,2018/3/3 19:00,A,2.705940344
10245,2018/3/3 20:00,A,2.86220246
10246,2018/3/3 21:00,A,2.842748773
10247,2018/3/3 22:00,A,2.71368244
10248,2018/3/3 23:00,A,2.292589294
10249,2018/3/4 00:00,A,1.628052472
10250,2018/3/4 01:00,A,0.994255942
10251,2018/3/4 02:00,A,0.629611826
10252,2018/3/4 03:00,A,0.415938943
10253,2018/3/4 04:00,A,0.323071222
10254,2018/3/4 05:00,A,0.343465436
10255,2018/3/4 06:00,A,0.641162927
10256,2018/3/4 07:00,A,1.269370035
10257,2018/3/4 08:00,A,1.873588455
10258,2018/3/4 09:00,A,2.617281638
10259,2018/3/4 10:00,A,3.152878452
10260,2018/3/4 11:00,A,2.935726117
10261,2018/3/4 12:00,A,3.143453235
10262,2018/3/4 13:00,A,3.106633023
10263,2018/3/4 14:00,A,2.929036087
10264,2018/3/4 15:00,A,2.809393738
10265,2018/3/4 16:00,A,2.814701163
10266,2018/3/4 17:00,A,2.721933942
10267,2018/3/4 18:00,A,2.65655426
10268,2018/3/4 19:00,A,2.959047134
10269,2018/3/4 20:00,A,3.026910086
10270,2018/3/4 21:00,A,2.988971857
10271,2018/3/4 22:00,A,2.822777335
10272,2018/3/4 23:00,A,2.321252133
10273,2018/3/5 00:00,A,1.463958374
10274,2018/3/5 01:00,A,0.813328891
10275,2018/3/5 02:00,A,0.501627121
10276,2018/3/5 03:00,A,0.341461258
10277,2018/3/5 04:00,A,0.269241818
10278,2018/3/5 05:00,A,0.308067709
10279,2018/3/5 06:00,A,0.621030466
10280,2018/3/5 07:00,A,1.195317554
10281,2018/3/5 08:00,A,1.585936365
10282,2018/3/5 09:00,A,1.88594682
10283,2018/3/5 10:00,A,2.081951822
10284,2018/3/5 11:00,A,2.181479565
10285,2018/3/5 12:00,A,2.70454136
10286,2018/3/5 13:00,A,2.30680347
10287,2018/3/5 14:00,A,2.130448169
10288,2018/3/5 15:00,A,2.20745607
10289,2018/3/5 16:00,A,2.316187762
10290,2018/3/5 17:00,A,2.379286307
10291,2018/3/5 18:00,A,2.336945279
10292,2018/3/5 19:00,A,2.569983081
10293,2018/3/5 20:00,A,2.758099133
10294,2018/3/5 21:00,A,2.809202115
10295,2018/3/5 22:00,A,2.773371793
10296,2018/3/5 23:00,A,2.29362605
10297,2018/3/6 00:00,A,1.388436438
10298,2018/3/6 01:00,A,0.748353717
10299,2018/3/6 02:00,A,0.449958719
10300,2018/3/6 03:00,A,0.322638522
10301,2018/3/6 04:00,A,0.26470274
10302,2018/3/6 05:00,A,0.301779492
10303,2018/3/6 06:00,A,0.639905972
10304,2018/3/6 07:00,A,1.286960034
10305,2018/3/6 08:00,A,1.68508237
10306,2018/3/6 09:00,A,2.018886172
10307,2018/3/6 10:00,A,2.251324924
10308,2018/3/6 11:00,A,2.348954892
10309,2018/3/6 12:00,A,2.955977942
10310,2018/3/6 13:00,A,2.482148972
10311,2018/3/6 14:00,A,2.27621553
10312,2018/3/6 15:00,A,2.38064726
10313,2018/3/6 16:00,A,2.55422608
10314,2018/3/6 17:00,A,2.651305984
10315,2018/3/6 18:00,A,2.57606586
10316,2018/3/6 19:00,A,2.77576799
10317,2018/3/6 20:00,A,2.954210089
10318,2018/3/6 21:00,A,2.962235226
10319,2018/3/6 22:00,A,2.892730585
10320,2018/3/6 23:00,A,2.308050534
10321,2018/3/7 00:00,A,1.419299591
10322,2018/3/7 01:00,A,0.748431296
10323,2018/3/7 02:00,A,0.455924655
10324,2018/3/7 03:00,A,0.32293988
10325,2018/3/7 04:00,A,0.283035403
10326,2018/3/7 05:00,A,0.337125116
10327,2018/3/7 06:00,A,0.664008817
10328,2018/3/7 07:00,A,1.334498505
10329,2018/3/7 08:00,A,1.730407385
10330,2018/3/7 09:00,A,2.151313974
10331,2018/3/7 10:00,A,2.430120081
10332,2018/3/7 11:00,A,2.576895618
10333,2018/3/7 12:00,A,3.097167126
10334,2018/3/7 13:00,A,2.689651657
10335,2018/3/7 14:00,A,2.460139124
10336,2018/3/7 15:00,A,2.528748795
10337,2018/3/7 16:00,A,2.652126697
10338,2018/3/7 17:00,A,2.705697025
10339,2018/3/7 18:00,A,2.638644318
10340,2018/3/7 19:00,A,2.840975986
10341,2018/3/7 20:00,A,2.966375333
10342,2018/3/7 21:00,A,3.012585553
10343,2018/3/7 22:00,A,2.881336353
10344,2018/3/7 23:00,A,2.384655737
10345,2018/3/8 00:00,A,1.483806
10346,2018/3/8 01:00,A,0.789462643
10347,2018/3/8 02:00,A,0.488405939
10348,2018/3/8 03:00,A,0.336904294
10349,2018/3/8 04:00,A,0.27847905
10350,2018/3/8 05:00,A,0.275309128
10351,2018/3/8 06:00,A,0.675498721
10352,2018/3/8 07:00,A,1.347930835
10353,2018/3/8 08:00,A,1.72698757
10354,2018/3/8 09:00,A,2.073825488
10355,2018/3/8 10:00,A,2.388232574
10356,2018/3/8 11:00,A,2.532047604
10357,2018/3/8 12:00,A,3.059743369
10358,2018/3/8 13:00,A,2.602289578
10359,2018/3/8 14:00,A,2.402354343
10360,2018/3/8 15:00,A,2.43770499
10361,2018/3/8 16:00,A,2.58234357
10362,2018/3/8 17:00,A,2.624597784
10363,2018/3/8 18:00,A,2.543267474
10364,2018/3/8 19:00,A,2.75482814
10365,2018/3/8 20:00,A,2.905986203
10366,2018/3/8 21:00,A,2.950299612
10367,2018/3/8 22:00,A,2.868897382
10368,2018/3/8 23:00,A,2.376496158
10369,2018/3/9 00:00,A,1.426725513
10370,2018/3/9 01:00,A,0.753226859
10371,2018/3/9 02:00,A,0.451023813
10372,2018/3/9 03:00,A,0.319322977
10373,2018/3/9 04:00,A,0.264239709
10374,2018/3/9 05:00,A,0.315551709
10375,2018/3/9 06:00,A,0.666169354
10376,2018/3/9 07:00,A,1.33212124
10377,2018/3/9 08:00,A,1.749968982
10378,2018/3/9 09:00,A,2.049680832
10379,2018/3/9 10:00,A,2.322040268
10380,2018/3/9 11:00,A,2.445900067
10381,2018/3/9 12:00,A,2.998565857
10382,2018/3/9 13:00,A,2.53483483
10383,2018/3/9 14:00,A,2.343016339
10384,2018/3/9 15:00,A,2.413391916
10385,2018/3/9 16:00,A,2.536276071
10386,2018/3/9 17:00,A,2.607761801
10387,2018/3/9 18:00,A,2.577200217
10388,2018/3/9 19:00,A,2.737039648
10389,2018/3/9 20:00,A,2.966224869
10390,2018/3/9 21:00,A,2.946004407
10391,2018/3/9 22:00,A,2.755332001
10392,2018/3/9 23:00,A,2.291781628
10393,2018/3/10 00:00,A,1.563462024
10394,2018/3/10 01:00,A,0.880996259
10395,2018/3/10 02:00,A,0.524183072
10396,2018/3/10 03:00,A,0.345030798
10397,2018/3/10 04:00,A,0.279921628
10398,2018/3/10 05:00,A,0.341225476
10399,2018/3/10 06:00,A,0.692489334
10400,2018/3/10 07:00,A,1.23436189
10401,2018/3/10 08:00,A,1.708673883
10402,2018/3/10 09:00,A,2.218422617
10403,2018/3/10 10:00,A,2.587407715
10404,2018/3/10 11:00,A,2.599471161
10405,2018/3/10 12:00,A,2.826247958
10406,2018/3/10 13:00,A,2.555945117
10407,2018/3/10 14:00,A,2.47055159
10408,2018/3/10 15:00,A,2.539102524
10409,2018/3/10 16:00,A,2.573251685
10410,2018/3/10 17:00,A,2.572985474
10411,2018/3/10 18:00,A,2.607956454
10412,2018/3/10 19:00,A,2.83880271
10413,2018/3/10 20:00,A,3.007129553
10414,2018/3/10 21:00,A,2.980147128
10415,2018/3/10 22:00,A,2.796219513
10416,2018/3/10 23:00,A,2.33169335
10417,2018/3/11 00:00,A,1.625291919
10418,2018/3/11 01:00,A,0.948029828
10419,2018/3/11 02:00,A,0.579835565
10420,2018/3/11 03:00,A,0.374572736
10421,2018/3/11 04:00,A,0.294761322
10422,2018/3/11 05:00,A,0.336089276
10423,2018/3/11 06:00,A,0.6581427
10424,2018/3/11 07:00,A,1.157602478
10425,2018/3/11 08:00,A,1.353882147
10426,2018/3/11 09:00,A,2.076351981
10427,2018/3/11 10:00,A,2.462005005
10428,2018/3/11 11:00,A,2.614291849
10429,2018/3/11 12:00,A,2.811707224
10430,2018/3/11 13:00,A,2.59263212
10431,2018/3/11 14:00,A,2.55608486
10432,2018/3/11 15:00,A,2.608515839
10433,2018/3/11 16:00,A,2.601199515
10434,2018/3/11 17:00,A,2.604551355
10435,2018/3/11 18:00,A,2.517937048
10436,2018/3/11 19:00,A,2.769414304
10437,2018/3/11 20:00,A,2.961512302
10438,2018/3/11 21:00,A,2.941137637
10439,2018/3/11 22:00,A,2.721905963
10440,2018/3/11 23:00,A,2.227726294
10441,2018/3/12 00:00,A,1.387175476
10442,2018/3/12 01:00,A,0.736979562
10443,2018/3/12 02:00,A,0.430248132
10444,2018/3/12 03:00,A,0.297169867
10445,2018/3/12 04:00,A,0.249781424
10446,2018/3/12 05:00,A,0.31156091
10447,2018/3/12 06:00,A,0.678005872
10448,2018/3/12 07:00,A,1.34773685
10449,2018/3/12 08:00,A,1.737107443
10450,2018/3/12 09:00,A,2.054157123
10451,2018/3/12 10:00,A,2.317344952
10452,2018/3/12 11:00,A,2.412877554
10453,2018/3/12 12:00,A,3.015886807
10454,2018/3/12 13:00,A,2.45785636
10455,2018/3/12 14:00,A,2.252435217
10456,2018/3/12 15:00,A,2.348659702
10457,2018/3/12 16:00,A,2.489312897
10458,2018/3/12 17:00,A,2.558325842
10459,2018/3/12 18:00,A,2.51422449
10460,2018/3/12 19:00,A,2.746045233
10461,2018/3/12 20:00,A,2.914869681
10462,2018/3/12 21:00,A,2.95487327
10463,2018/3/12 22:00,A,2.844332578
10464,2018/3/12 23:00,A,2.343855862
10465,2018/3/13 00:00,A,1.409275189
10466,2018/3/13 01:00,A,0.721082816
10467,2018/3/13 02:00,A,0.437514975
10468,2018/3/13 03:00,A,0.310140689
10469,2018/3/13 04:00,A,0.270857574
10470,2018/3/13 05:00,A,0.349597501
10471,2018/3/13 06:00,A,0.521537314
10472,2018/3/13 07:00,A,1.410340359
10473,2018/3/13 08:00,A,1.837889984
10474,2018/3/13 09:00,A,2.163344769
10475,2018/3/13 10:00,A,2.3668272
10476,2018/3/13 11:00,A,2.461780417
10477,2018/3/13 12:00,A,3.03867244
10478,2018/3/13 13:00,A,2.508930469
10479,2018/3/13 14:00,A,2.303248172
10480,2018/3/13 15:00,A,2.384569534
10481,2018/3/13 16:00,A,2.517590967
10482,2018/3/13 17:00,A,2.65173967
10483,2018/3/13 18:00,A,2.597933914
10484,2018/3/13 19:00,A,2.800617654
10485,2018/3/13 20:00,A,2.968246198
10486,2018/3/13 21:00,A,3.022842151
10487,2018/3/13 22:00,A,2.882739691
10488,2018/3/13 23:00,A,2.363441537
10489,2018/3/14 00:00,A,1.440837445
10490,2018/3/14 01:00,A,0.749132037
10491,2018/3/14 02:00,A,0.459809769
10492,2018/3/14 03:00,A,0.326959787
10493,2018/3/14 04:00,A,0.289993427
10494,2018/3/14 05:00,A,0.383239459
10495,2018/3/14 06:00,A,0.832042456
10496,2018/3/14 07:00,A,1.506941766
10497,2018/3/14 08:00,A,1.863776547
10498,2018/3/14 09:00,A,2.170743594
10499,2018/3/14 10:00,A,2.48906163
10500,2018/3/14 11:00,A,2.632850952
10501,2018/3/14 12:00,A,3.204771848
10502,2018/3/14 13:00,A,2.656245908
10503,2018/3/14 14:00,A,2.455020871
10504,2018/3/14 15:00,A,2.505809943
10505,2018/3/14 16:00,A,2.624796573
10506,2018/3/14 17:00,A,2.720565247
10507,2018/3/14 18:00,A,2.680503656
10508,2018/3/14 19:00,A,2.879668173
10509,2018/3/14 20:00,A,3.046700436
10510,2018/3/14 21:00,A,3.099403751
10511,2018/3/14 22:00,A,2.9706896
10512,2018/3/14 23:00,A,2.429291388
10513,2018/3/15 00:00,A,1.474294525
10514,2018/3/15 01:00,A,0.774160034
10515,2018/3/15 02:00,A,0.468802777
10516,2018/3/15 03:00,A,0.34292919
10517,2018/3/15 04:00,A,0.295614212
10518,2018/3/15 05:00,A,0.388706848
10519,2018/3/15 06:00,A,0.815753864
10520,2018/3/15 07:00,A,1.521630908
10521,2018/3/15 08:00,A,1.89240961
10522,2018/3/15 09:00,A,2.185373544
10523,2018/3/15 10:00,A,2.487691568
10524,2018/3/15 11:00,A,2.684063535
10525,2018/3/15 12:00,A,3.323911887
10526,2018/3/15 13:00,A,2.845854089
10527,2018/3/15 14:00,A,2.721435779
10528,2018/3/15 15:00,A,2.744131482
10529,2018/3/15 16:00,A,2.929412668
10530,2018/3/15 17:00,A,2.943666119
10531,2018/3/15 18:00,A,2.869874271
10532,2018/3/15 19:00,A,3.083014328
10533,2018/3/15 20:00,A,3.1753543
10534,2018/3/15 21:00,A,3.128025424
10535,2018/3/15 22:00,A,2.885614407
10536,2018/3/15 23:00,A,2.329062537
10537,2018/3/16 00:00,A,1.439184943
10538,2018/3/16 01:00,A,0.768372806
10539,2018/3/16 02:00,A,0.46470239
10540,2018/3/16 03:00,A,0.319272708
10541,2018/3/16 04:00,A,0.284067868
10542,2018/3/16 05:00,A,0.37278765
10543,2018/3/16 06:00,A,0.818184613
10544,2018/3/16 07:00,A,1.469546854
10545,2018/3/16 08:00,A,1.928154788
10546,2018/3/16 09:00,A,2.241314047
10547,2018/3/16 10:00,A,2.527792297
10548,2018/3/16 11:00,A,1.921601715
10549,2018/3/16 12:00,A,3.131472607
10550,2018/3/16 13:00,A,2.568937027
10551,2018/3/16 14:00,A,2.403501532
10552,2018/3/16 15:00,A,2.505716553
10553,2018/3/16 16:00,A,2.62359422
10554,2018/3/16 17:00,A,2.6558146
10555,2018/3/16 18:00,A,2.224119763
10556,2018/3/16 19:00,A,2.879943127
10557,2018/3/16 20:00,A,3.076562738
10558,2018/3/16 21:00,A,3.054424591
10559,2018/3/16 22:00,A,2.800593671
10560,2018/3/16 23:00,A,2.243523856
10561,2018/3/17 00:00,A,1.528158591
10562,2018/3/17 01:00,A,0.857411121
10563,2018/3/17 02:00,A,0.520915735
10564,2018/3/17 03:00,A,0.347798355
10565,2018/3/17 04:00,A,0.292244293
10566,2018/3/17 05:00,A,0.372299631
10567,2018/3/17 06:00,A,0.772810864
10568,2018/3/17 07:00,A,1.349470517
10569,2018/3/17 08:00,A,1.812915973
10570,2018/3/17 09:00,A,2.272246832
10571,2018/3/17 10:00,A,2.583890125
10572,2018/3/17 11:00,A,2.78041846
10573,2018/3/17 12:00,A,3.036577161
10574,2018/3/17 13:00,A,2.679822086
10575,2018/3/17 14:00,A,2.568830374
10576,2018/3/17 15:00,A,2.650215567
10577,2018/3/17 16:00,A,2.668986279
10578,2018/3/17 17:00,A,2.716699283
10579,2018/3/17 18:00,A,2.801870856
10580,2018/3/17 19:00,A,2.968832062
10581,2018/3/17 20:00,A,3.135098093
10582,2018/3/17 21:00,A,3.056356677
10583,2018/3/17 22:00,A,2.817080167
10584,2018/3/17 23:00,A,2.285582391
10585,2018/3/18 00:00,A,1.617663669
10586,2018/3/18 01:00,A,0.960995148
10587,2018/3/18 02:00,A,0.587516232
10588,2018/3/18 03:00,A,0.40696199
10589,2018/3/18 04:00,A,0.328058514
10590,2018/3/18 05:00,A,0.394327631
10591,2018/3/18 06:00,A,0.780949829
10592,2018/3/18 07:00,A,1.442338705
10593,2018/3/18 08:00,A,1.984399008
10594,2018/3/18 09:00,A,2.473190778
10595,2018/3/18 10:00,A,2.768336224
10596,2018/3/18 11:00,A,2.878423755
10597,2018/3/18 12:00,A,3.072956604
10598,2018/3/18 13:00,A,2.929873526
10599,2018/3/18 14:00,A,2.829713196
10600,2018/3/18 15:00,A,2.850604736
10601,2018/3/18 16:00,A,2.861813144
10602,2018/3/18 17:00,A,2.823773267
10603,2018/3/18 18:00,A,2.810123428
10604,2018/3/18 19:00,A,3.046776215
10605,2018/3/18 20:00,A,3.06922981
10606,2018/3/18 21:00,A,2.959807581
10607,2018/3/18 22:00,A,2.763987894
10608,2018/3/18 23:00,A,2.283874457
10609,2018/3/19 00:00,A,1.449545132
10610,2018/3/19 01:00,A,0.784066473
10611,2018/3/19 02:00,A,0.47607388
10612,2018/3/19 03:00,A,0.330662967
10613,2018/3/19 04:00,A,0.269633383
10614,2018/3/19 05:00,A,0.316205188
10615,2018/3/19 06:00,A,0.684661017
10616,2018/3/19 07:00,A,1.329113611
10617,2018/3/19 08:00,A,1.776410303
10618,2018/3/19 09:00,A,2.100783179
10619,2018/3/19 10:00,A,2.320595587
10620,2018/3/19 11:00,A,2.456592697
10621,2018/3/19 12:00,A,3.016967493
10622,2018/3/19 13:00,A,2.505218719
10623,2018/3/19 14:00,A,2.350845187
10624,2018/3/19 15:00,A,2.42937366
10625,2018/3/19 16:00,A,2.623162311
10626,2018/3/19 17:00,A,2.648370062
10627,2018/3/19 18:00,A,2.548292093
10628,2018/3/19 19:00,A,2.737546429
10629,2018/3/19 20:00,A,2.941823715
10630,2018/3/19 21:00,A,2.94914346
10631,2018/3/19 22:00,A,2.834554352
10632,2018/3/19 23:00,A,2.320636304
10633,2018/3/20 00:00,A,1.447887311
10634,2018/3/20 01:00,A,0.754559418
10635,2018/3/20 02:00,A,0.457149039
10636,2018/3/20 03:00,A,0.333973975
10637,2018/3/20 04:00,A,0.280537369
10638,2018/3/20 05:00,A,0.355746545
10639,2018/3/20 06:00,A,0.742371353
10640,2018/3/20 07:00,A,1.403331506
10641,2018/3/20 08:00,A,1.662830695
10642,2018/3/20 09:00,A,2.364864859
10643,2018/3/20 10:00,A,2.560892996
10644,2018/3/20 11:00,A,2.650098981
10645,2018/3/20 12:00,A,3.206427603
10646,2018/3/20 13:00,A,2.649329291
10647,2018/3/20 14:00,A,2.498340359
10648,2018/3/20 15:00,A,2.571242743
10649,2018/3/20 16:00,A,2.7219608
10650,2018/3/20 17:00,A,2.768058771
10651,2018/3/20 18:00,A,2.732810968
10652,2018/3/20 19:00,A,2.949831525
10653,2018/3/20 20:00,A,3.055968933
10654,2018/3/20 21:00,A,3.017064572
10655,2018/3/20 22:00,A,2.819987189
10656,2018/3/20 23:00,A,2.322418198
10657,2018/3/21 00:00,A,1.468359616
10658,2018/3/21 01:00,A,0.777288525
10659,2018/3/21 02:00,A,0.469339862
10660,2018/3/21 03:00,A,0.326261633
10661,2018/3/21 04:00,A,0.273340625
10662,2018/3/21 05:00,A,0.320756473
10663,2018/3/21 06:00,A,0.679901776
10664,2018/3/21 07:00,A,1.309349979
10665,2018/3/21 08:00,A,1.736811823
10666,2018/3/21 09:00,A,2.076398175
10667,2018/3/21 10:00,A,2.346331894
10668,2018/3/21 11:00,A,2.491623087
10669,2018/3/21 12:00,A,3.056040082
10670,2018/3/21 13:00,A,2.477250159
10671,2018/3/21 14:00,A,2.310574759
10672,2018/3/21 15:00,A,2.365057309
10673,2018/3/21 16:00,A,2.503779385
10674,2018/3/21 17:00,A,2.603237244
10675,2018/3/21 18:00,A,2.572906696
10676,2018/3/21 19:00,A,2.750837241
10677,2018/3/21 20:00,A,2.962639432
10678,2018/3/21 21:00,A,2.980644998
10679,2018/3/21 22:00,A,2.817920093
10680,2018/3/21 23:00,A,2.311137103
10681,2018/3/22 00:00,A,1.450880002
10682,2018/3/22 01:00,A,0.755282434
10683,2018/3/22 02:00,A,0.465257498
10684,2018/3/22 03:00,A,0.325276376
10685,2018/3/22 04:00,A,0.26947352
10686,2018/3/22 05:00,A,0.331391656
10687,2018/3/22 06:00,A,0.728033411
10688,2018/3/22 07:00,A,1.385601135
10689,2018/3/22 08:00,A,1.766356433
10690,2018/3/22 09:00,A,2.076690277
10691,2018/3/22 10:00,A,2.308501614
10692,2018/3/22 11:00,A,2.436298053
10693,2018/3/22 12:00,A,2.938669949
10694,2018/3/22 13:00,A,2.452709686
10695,2018/3/22 14:00,A,2.363379959
10696,2018/3/22 15:00,A,2.444859442
10697,2018/3/22 16:00,A,2.379293719
10698,2018/3/22 17:00,A,2.646293143
10699,2018/3/22 18:00,A,2.587348489
10700,2018/3/22 19:00,A,2.800415271
10701,2018/3/22 20:00,A,2.988931604
10702,2018/3/22 21:00,A,3.026378738
10703,2018/3/22 22:00,A,2.856976773
10704,2018/3/22 23:00,A,2.30933754
10705,2018/3/23 00:00,A,1.416741779
10706,2018/3/23 01:00,A,0.748764005
10707,2018/3/23 02:00,A,0.456755933
10708,2018/3/23 03:00,A,0.33135351
10709,2018/3/23 04:00,A,0.279008209
10710,2018/3/23 05:00,A,0.351241043
10711,2018/3/23 06:00,A,0.809444504
10712,2018/3/23 07:00,A,1.533659192
10713,2018/3/23 08:00,A,1.977991498
10714,2018/3/23 09:00,A,2.282373767
10715,2018/3/23 10:00,A,2.499110184
10716,2018/3/23 11:00,A,2.554847943
10717,2018/3/23 12:00,A,3.023366968
10718,2018/3/23 13:00,A,2.526049759
10719,2018/3/23 14:00,A,2.380896286
10720,2018/3/23 15:00,A,2.498512506
